1.000000000000000000e+00,9.329329722171397776e-01,9.277045578284077720e-01,9.254869646549959139e-01,9.175458445479841574e-01,9.441699024643430693e-01,9.407584787435615548e-01,8.028117620743809857e-01,7.440374104321270110e-01,7.622458233573869979e-01,6.567564505342262660e-01,7.649351368626982062e-01,7.861453829779995184e-01,7.281621135371327824e-01,8.701800745016867733e-01,8.613395642482334358e-01,8.578157238041044241e-01,8.452662074253940450e-01,8.767094766567880004e-01,8.550455768604374729e-01,8.291017723293166997e-01,5.997957317451300119e-01,5.418903863873743010e-01,5.094916784313837654e-01,5.186846850650731477e-01,5.766502550711151143e-01,6.039752852868267574e-01,5.679547769629792464e-01
9.329329722171397776e-01,9.999999905136262024e-01,9.178364279134323400e-01,9.153168576507252352e-01,9.193306618466872138e-01,9.366165617040206337e-01,9.226194541179981723e-01,8.216477751731181556e-01,7.670308215365060356e-01,7.870949797193975694e-01,6.857796050255049458e-01,7.881394452670136275e-01,8.091196702844636324e-01,7.547670339965106834e-01,8.575365265955519067e-01,8.572357177026216357e-01,8.551021584373299511e-01,8.435911842433241326e-01,8.630316605760899318e-01,8.453754990551564097e-01,8.282556203744912970e-01,6.267541993356953167e-01,5.727509717299539282e-01,5.341238329065663981e-01,5.458442916364347752e-01,6.012109936131893040e-01,6.320010679711813850e-01,5.925627056248936597e-01
9.277045578284077720e-01,9.178364279134323400e-01,9.999999810272522938e-01,9.026341618964761615e-01,8.926228796518114184e-01,9.249332581769059702e-01,9.523794476462746905e-01,8.042348630818162425e-01,7.356005827382117168e-01,7.593432281412375584e-01,6.575772639049932700e-01,7.698346652983161231e-01,7.871093224147340806e-01,7.316729019727394867e-01,9.094368423380010391e-01,9.021364712977864020e-01,9.011217734792015266e-01,8.862969688739568142e-01,9.174844201928407106e-01,8.982308533304600440e-01,8.729950360904230600e-01,6.071445569285256472e-01,5.465642343388142921e-01,5.125577980610658280e-01,5.286315235836755999e-01,5.851108632197807857e-01,6.081932813526794712e-01,5.771583595559610647e-01
9.254869646549959139e-01,9.153168576507252352e-01,9.026341618964761615e-01,9.999999865842414959e-01,9.260291478763442719e-01,9.269189934367385586e-01,9.235942916556265647e-01,8.074455350302395251e-01,7.511278994937476972e-01,7.656198504733916499e-01,6.672752907653451970e-01,7.635561215213353403e-01,7.813293384430843869e-01,7.318189975540090320e-01,8.619204943618103965e-01,8.493916010198306887e-01,8.454651000755171175e-01,8.359810620617116328e-01,8.529696644362119162e-01,8.348915296651002738e-01,8.124910365329014450e-01,6.081289554250961515e-01,5.535791392964284352e-01,5.185122843068170617e-01,5.314285546847677955e-01,5.860406781967453238e-01,6.143805203746260934e-01,5.733931687368842844e-01
9.175458445479841574e-01,9.193306618466872138e-01,8.926228796518114184e-01,9.260291478763442719e-01,1.000000000000000000e+00,9.227010708484801871e-01,9.115276250170989414e-01,7.957276791878674649e-01,7.471765486390000710e-01,7.587376684266498028e-01,6.625498827205567043e-01,7.555229635936934196e-01,7.782708767902695168e-01,7.222064598974602401e-01,8.468364415132061396e-01,8.375756234402880196e-01,8.401168588092222667e-01,8.263409302611426366e-01,8.450577043751461570e-01,8.274431335049945435e-01,8.076142953751486164e-01,5.999174738505897997e-01,5.502995310533891349e-01,5.092229328885975459e-01,5.221414790574208098e-01,5.739874633849014751e-01,6.049137556758942269e-01,5.652212841167816304e-01
9.441699024643430693e-01,9.366165617040206337e-01,9.249332581769059702e-01,9.269189934367385586e-01,9.227010708484801871e-01,1.000000000000000000e+00,9.356687115535435861e-01,8.085647968492924997e-01,7.495257770020062882e-01,7.706139199425623421e-01,6.697273783489358090e-01,7.712940439048322494e-01,7.927831932962151607e-01,7.349896713997390307e-01,8.726785776818495322e-01,8.661640224459083992e-01,8.654144504110506952e-01,8.534185796877860053e-01,8.755875802896706528e-01,8.550028616743639009e-01,8.352973623575387085e-01,6.120059395560775162e-01,5.568099528686600852e-01,5.194035245033099546e-01,5.335804636417066371e-01,5.874740956217854304e-01,6.164340211497689737e-01,5.793424790953022319e-01
9.407584787435615548e-01,9.226194541179981723e-01,9.523794476462746905e-01,9.235942916556265647e-01,9.115276250170989414e-01,9.356687115535435861e-01,1.000000000000000000e+00,8.028899360497746551e-01,7.410737398834261747e-01,7.600271872629742465e-01,6.603320636145428857e-01,7.671557762484123577e-01,7.873684075511733216e-01,7.298036516615317160e-01,8.982074103526743736e-01,8.907015770788788700e-01,8.857256266017592417e-01,8.732378329839056708e-01,9.012867440382565931e-01,8.828214433081480461e-01,8.555356458438281297e-01,6.049494096598365678e-01,5.474408749627083237e-01,5.107184977176898455e-01,5.264091548879206162e-01,5.815076242672982954e-01,6.087263838572690711e-01,5.737205408165371168e-01
8.028117620743809857e-01,8.216477751731181556e-01,8.042348630818162425e-01,8.074455350302395251e-01,7.957276791878674649e-01,8.085647968492924997e-01,8.028899360497746551e-01,1.000000000000000000e+00,8.816226213666904510e-01,9.111298771456769474e-01,8.047230674056954358e-01,8.974534253761475844e-01,9.106724885206017861e-01,8.885637533837631441e-01,7.680400948610974776e-01,7.614070124238816462e-01,7.599869305325330782e-01,7.557271113233364757e-01,7.555303519472256202e-01,7.579328090328495415e-01,7.431611707559973024e-01,7.595156623333891854e-01,6.790908369530698208e-01,6.711266194060172552e-01,6.746963086091019024e-01,7.365347471450112149e-01,7.463978293956855525e-01,7.159462811268854088e-01
7.440374104321270110e-01,7.670308215365060356e-01,7.356005827382117168e-01,7.511278994937476972e-01,7.471765486390000710e-01,7.495257770020062882e-01,7.410737398834261747e-01,8.816226213666904510e-01,1.000000000000000000e+00,9.007386486925594848e-01,8.553294354537911426e-01,8.642234953862284463e-01,8.838225088528666173e-01,8.795316704186578738e-01,6.968847051001949566e-01,6.977269674588750803e-01,6.974049964828794579e-01,6.904043098486737362e-01,6.845980499247403817e-01,6.880906132390449681e-01,6.797008555186376810e-01,7.842836057660153015e-01,7.201384536131087977e-01,7.053279021507478097e-01,7.080825025946919649e-01,7.617555407394374090e-01,7.859042441514858535e-01,7.410792329512190246e-01
7.622458233573869979e-01,7.870949797193975694e-01,7.593432281412375584e-01,7.656198504733916499e-01,7.587376684266498028e-01,7.706139199425623421e-01,7.600271872629742465e-01,9.111298771456769474e-01,9.007386486925594848e-01,9.999999865842414959e-01,8.404372470573291398e-01,9.017355869923580070e-01,9.035931432388684126e-01,9.086454833189788749e-01,7.259817794728462559e-01,7.237618798961976685e-01,7.230983663289985985e-01,7.207477169907274828e-01,7.138689765582135749e-01,7.201803089121737722e-01,7.119067373605212357e-01,7.924590186603799324e-01,7.197629627696610077e-01,7.097651014216069809e-01,7.136499855517749458e-01,7.743643890123105278e-01,7.877307781328540814e-01,7.436677226721312151e-01
6.567564505342262660e-01,6.857796050255049458e-01,6.575772639049932700e-01,6.672752907653451970e-01,6.625498827205567043e-01,6.697273783489358090e-01,6.603320636145428857e-01,8.047230674056954358e-01,8.553294354537911426e-01,8.404372470573291398e-01,1.000000000000000000e+00,8.379121637534783229e-01,8.248796239923279483e-01,8.582008409806121119e-01,6.296026780401926537e-01,6.358675395694550758e-01,6.350270374571787002e-01,6.311608509144677193e-01,6.157220232452094155e-01,6.272432596208863398e-01,6.220204341523394298e-01,8.501301764417596996e-01,8.064157849679107759e-01,7.893555553810938097e-01,7.976708607358863334e-01,8.220340891571018549e-01,8.493226310903412291e-01,8.147245271542823408e-01
7.649351368626982062e-01,7.881394452670136275e-01,7.698346652983161231e-01,7.635561215213353403e-01,7.555229635936934196e-01,7.712940439048322494e-01,7.671557762484123577e-01,8.974534253761475844e-01,8.642234953862284463e-01,9.017355869923580070e-01,8.379121637534783229e-01,1.000000000000000000e+00,9.111242611925944868e-01,9.028196523457325817e-01,7.390516469150425483e-01,7.426021967958500447e-01,7.371692622330021649e-01,7.364004549837339653e-01,7.292415418641646774e-01,7.373729872385319517e-01,7.289392667999186060e-01,8.026655886817166685e-01,7.299539205551661691e-01,7.191102847365854478e-01,7.211597318097029419e-01,7.785413034372293817e-01,7.902052305343476579e-01,7.624549219439937797e-01
7.861453829779995184e-01,8.091196702844636324e-01,7.871093224147340806e-01,7.813293384430843869e-01,7.782708767902695168e-01,7.927831932962151607e-01,7.873684075511733216e-01,9.106724885206017861e-01,8.838225088528666173e-01,9.035931432388684126e-01,8.248796239923279483e-01,9.111242611925944868e-01,1.000000000000000000e+00,8.891355097564853649e-01,7.499495239189984952e-01,7.549878117937240951e-01,7.514514685413906658e-01,7.453636085523679400e-01,7.413263856794731765e-01,7.491208232963707525e-01,7.386189866566448270e-01,7.840690584378088301e-01,7.176000258282646538e-01,6.923087654831735493e-01,6.995335831484865707e-01,7.515265516134760349e-01,7.740698183521642628e-01,7.436311853481872847e-01
7.281621135371327824e-01,7.547670339965106834e-01,7.316729019727394867e-01,7.318189975540090320e-01,7.222064598974602401e-01,7.349896713997390307e-01,7.298036516615317160e-01,8.885637533837631441e-01,8.795316704186578738e-01,9.086454833189788749e-01,8.582008409806121119e-01,9.028196523457325817e-01,8.891355097564853649e-01,1.000000000000000000e+00,6.991140033105593954e-01,6.967023986210126862e-01,6.948499728785331175e-01,6.942075172071471290e-01,6.856488176864230510e-01,6.953461315321878278e-01,6.841874513253732859e-01,8.203807053041343167e-01,7.415064080922083578e-01,7.379095876668227971e-01,7.466066884956160665e-01,8.010011216846349980e-01,8.052460659712793456e-01,7.663307884736310083e-01
8.701800745016867733e-01,8.575365265955519067e-01,9.094368423380010391e-01,8.619204943618103965e-01,8.468364415132061396e-01,8.726785776818495322e-01,8.982074103526743736e-01,7.680400948610974776e-01,6.968847051001949566e-01,7.259817794728462559e-01,6.296026780401926537e-01,7.390516469150425483e-01,7.499495239189984952e-01,6.991140033105593954e-01,1.000000000000000000e+00,9.423194582469045510e-01,9.432605706469572304e-01,9.378580175724988699e-01,9.373113591060239225e-01,9.327504765128823427e-01,9.233005908864613254e-01,5.909145474631845030e-01,5.316983650064193156e-01,4.972664850944332193e-01,5.168974459353541384e-01,5.678501336644365960e-01,5.879249471173217945e-01,5.634987142350209588e-01
8.613395642482334358e-01,8.572357177026216357e-01,9.021364712977864020e-01,8.493916010198306887e-01,8.375756234402880196e-01,8.661640224459083992e-01,8.907015770788788700e-01,7.614070124238816462e-01,6.977269674588750803e-01,7.237618798961976685e-01,6.358675395694550758e-01,7.426021967958500447e-01,7.549878117937240951e-01,6.967023986210126862e-01,9.423194582469045510e-01,9.999999731684828808e-01,9.476969700950776954e-01,9.361135888104825664e-01,9.274597456540284446e-01,9.325929800497068101e-01,9.374203550723513301e-01,5.977294142012303801e-01,5.449288377005703232e-01,5.036269257233911834e-01,5.232918459492191809e-01,5.703371856385458516e-01,5.968281020347487864e-01,5.738259511208959607e-01
8.578157238041044241e-01,8.551021584373299511e-01,9.011217734792015266e-01,8.454651000755171175e-01,8.401168588092222667e-01,8.654144504110506952e-01,8.857256266017592417e-01,7.599869305325330782e-01,6.974049964828794579e-01,7.230983663289985985e-01,6.350270374571787002e-01,7.371692622330021649e-01,7.514514685413906658e-01,6.948499728785331175e-01,9.432605706469572304e-01,9.476969700950776954e-01,9.999999645052392028e-01,9.460717209646904990e-01,9.316569169940904782e-01,9.314762459755409063e-01,9.411140378374114324e-01,5.929282548554235532e-01,5.372742274135031693e-01,4.986606526713944776e-01,5.213707197899944967e-01,5.682322210046387712e-01,5.898188117948653941e-01,5.671277626386640458e-01
8.452662074253940450e-01,8.435911842433241326e-01,8.862969688739568142e-01,8.359810620617116328e-01,8.263409302611426366e-01,8.534185796877860053e-01,8.732378329839056708e-01,7.557271113233364757e-01,6.904043098486737362e-01,7.207477169907274828e-01,6.311608509144677193e-01,7.364004549837339653e-01,7.453636085523679400e-01,6.942075172071471290e-01,9.378580175724988699e-01,9.361135888104825664e-01,9.460717209646904990e-01,1.000000000000000000e+00,9.163739184627210932e-01,9.174139089634922861e-01,9.408880406090897042e-01,5.973076828220078571e-01,5.411421952839913230e-01,5.037065503112977405e-01,5.264661746417693688e-01,5.754525500729852361e-01,5.932674513283509032e-01,5.720745054926873463e-01
8.767094766567880004e-01,8.630316605760899318e-01,9.174844201928407106e-01,8.529696644362119162e-01,8.450577043751461570e-01,8.755875802896706528e-01,9.012867440382565931e-01,7.555303519472256202e-01,6.845980499247403817e-01,7.138689765582135749e-01,6.157220232452094155e-01,7.292415418641646774e-01,7.413263856794731765e-01,6.856488176864230510e-01,9.373113591060239225e-01,9.274597456540284446e-01,9.316569169940904782e-01,9.163739184627210932e-01,1.000000000000000000e+00,9.291252440884367747e-01,9.133509660533039032e-01,5.712050580133856137e-01,5.126021798047096789e-01,4.785163237705580275e-01,4.953914467598313776e-01,5.481762544851074281e-01,5.709671398263364006e-01,5.478224841975238846e-01
8.550455768604374729e-01,8.453754990551564097e-01,8.982308533304600440e-01,8.348915296651002738e-01,8.274431335049945435e-01,8.550028616743639009e-01,8.828214433081480461e-01,7.579328090328495415e-01,6.880906132390449681e-01,7.201803089121737722e-01,6.272432596208863398e-01,7.373729872385319517e-01,7.491208232963707525e-01,6.953461315321878278e-01,9.327504765128823427e-01,9.325929800497068101e-01,9.314762459755409063e-01,9.174139089634922861e-01,9.291252440884367747e-01,1.000000000000000000e+00,9.264330792240025314e-01,5.916524075325578780e-01,5.340928423886337484e-01,4.973018118179388103e-01,5.186086134965478545e-01,5.661274156600533125e-01,5.898360386878189754e-01,5.678487955229359896e-01
8.291017723293166997e-01,8.282556203744912970e-01,8.729950360904230600e-01,8.124910365329014450e-01,8.076142953751486164e-01,8.352973623575387085e-01,8.555356458438281297e-01,7.431611707559973024e-01,6.797008555186376810e-01,7.119067373605212357e-01,6.220204341523394298e-01,7.289392667999186060e-01,7.386189866566448270e-01,6.841874513253732859e-01,9.233005908864613254e-01,9.374203550723513301e-01,9.411140378374114324e-01,9.408880406090897042e-01,9.133509660533039032e-01,9.264330792240025314e-01,9.999999657963927202e-01,5.906348869797530821e-01,5.378760520421526081e-01,4.963502888734203089e-01,5.189367804869842171e-01,5.656072942334328113e-01,5.880885670137629972e-01,5.682993263759176239e-01
5.997957317451300119e-01,6.267541993356953167e-01,6.071445569285256472e-01,6.081289554250961515e-01,5.999174738505897997e-01,6.120059395560775162e-01,6.049494096598365678e-01,7.595156623333891854e-01,7.842836057660153015e-01,7.924590186603799324e-01,8.501301764417596996e-01,8.026655886817166685e-01,7.840690584378088301e-01,8.203807053041343167e-01,5.909145474631845030e-01,5.977294142012303801e-01,5.929282548554235532e-01,5.973076828220078571e-01,5.712050580133856137e-01,5.916524075325578780e-01,5.906348869797530821e-01,1.000000000000000000e+00,8.702533060793058439e-01,8.710177030334892434e-01,8.819287306153561490e-01,9.003954864632404131e-01,9.009994367108309365e-01,8.899566198575705744e-01
5.418903863873743010e-01,5.727509717299539282e-01,5.465642343388142921e-01,5.535791392964284352e-01,5.502995310533891349e-01,5.568099528686600852e-01,5.474408749627083237e-01,6.790908369530698208e-01,7.201384536131087977e-01,7.197629627696610077e-01,8.064157849679107759e-01,7.299539205551661691e-01,7.176000258282646538e-01,7.415064080922083578e-01,5.316983650064193156e-01,5.449288377005703232e-01,5.372742274135031693e-01,5.411421952839913230e-01,5.126021798047096789e-01,5.340928423886337484e-01,5.378760520421526081e-01,8.702533060793058439e-01,9.999999671382370225e-01,8.493976064407561255e-01,8.663316201344157808e-01,8.369785228239801089e-01,8.810241856523921555e-01,8.646074923202435869e-01
5.094916784313837654e-01,5.341238329065663981e-01,5.125577980610658280e-01,5.185122843068170617e-01,5.092229328885975459e-01,5.194035245033099546e-01,5.107184977176898455e-01,6.711266194060172552e-01,7.053279021507478097e-01,7.097651014216069809e-01,7.893555553810938097e-01,7.191102847365854478e-01,6.923087654831735493e-01,7.379095876668227971e-01,4.972664850944332193e-01,5.036269257233911834e-01,4.986606526713944776e-01,5.037065503112977405e-01,4.785163237705580275e-01,4.973018118179388103e-01,4.963502888734203089e-01,8.710177030334892434e-01,8.493976064407561255e-01,1.000000000000000000e+00,8.758972228478394406e-01,8.709684350058678470e-01,8.470747864895745716e-01,8.608060591639560277e-01
5.186846850650731477e-01,5.458442916364347752e-01,5.286315235836755999e-01,5.314285546847677955e-01,5.221414790574208098e-01,5.335804636417066371e-01,5.264091548879206162e-01,6.746963086091019024e-01,7.080825025946919649e-01,7.136499855517749458e-01,7.976708607358863334e-01,7.211597318097029419e-01,6.995335831484865707e-01,7.466066884956160665e-01,5.168974459353541384e-01,5.232918459492191809e-01,5.213707197899944967e-01,5.264661746417693688e-01,4.953914467598313776e-01,5.186086134965478545e-01,5.189367804869842171e-01,8.819287306153561490e-01,8.663316201344157808e-01,8.758972228478394406e-01,1.000000000000000000e+00,8.775186578510671964e-01,8.564249589725165812e-01,8.496062886405972847e-01
5.766502550711151143e-01,6.012109936131893040e-01,5.851108632197807857e-01,5.860406781967453238e-01,5.739874633849014751e-01,5.874740956217854304e-01,5.815076242672982954e-01,7.365347471450112149e-01,7.617555407394374090e-01,7.743643890123105278e-01,8.220340891571018549e-01,7.785413034372293817e-01,7.515265516134760349e-01,8.010011216846349980e-01,5.678501336644365960e-01,5.703371856385458516e-01,5.682322210046387712e-01,5.754525500729852361e-01,5.481762544851074281e-01,5.661274156600533125e-01,5.656072942334328113e-01,9.003954864632404131e-01,8.369785228239801089e-01,8.709684350058678470e-01,8.775186578510671964e-01,1.000000000000000000e+00,8.753751634833438766e-01,8.555167929800235882e-01
6.039752852868267574e-01,6.320010679711813850e-01,6.081932813526794712e-01,6.143805203746260934e-01,6.049137556758942269e-01,6.164340211497689737e-01,6.087263838572690711e-01,7.463978293956855525e-01,7.859042441514858535e-01,7.877307781328540814e-01,8.493226310903412291e-01,7.902052305343476579e-01,7.740698183521642628e-01,8.052460659712793456e-01,5.879249471173217945e-01,5.968281020347487864e-01,5.898188117948653941e-01,5.932674513283509032e-01,5.709671398263364006e-01,5.898360386878189754e-01,5.880885670137629972e-01,9.009994367108309365e-01,8.810241856523921555e-01,8.470747864895745716e-01,8.564249589725165812e-01,8.753751634833438766e-01,1.000000000000000000e+00,8.762215034807718794e-01
5.679547769629792464e-01,5.925627056248936597e-01,5.771583595559610647e-01,5.733931687368842844e-01,5.652212841167816304e-01,5.793424790953022319e-01,5.737205408165371168e-01,7.159462811268854088e-01,7.410792329512190246e-01,7.436677226721312151e-01,8.147245271542823408e-01,7.624549219439937797e-01,7.436311853481872847e-01,7.663307884736310083e-01,5.634987142350209588e-01,5.738259511208959607e-01,5.671277626386640458e-01,5.720745054926873463e-01,5.478224841975238846e-01,5.678487955229359896e-01,5.682993263759176239e-01,8.899566198575705744e-01,8.646074923202435869e-01,8.608060591639560277e-01,8.496062886405972847e-01,8.555167929800235882e-01,8.762215034807718794e-01,1.000000000000000000e+00
