"","logFC","logCPM","PValue","FDR"
"TRINITY_DN2001_c0_g1_i1",0.549140490890811,1.92705089999395,0.14533940564908,0.268417439732567
"TRINITY_DN254_c0_g1_i2",0.700283031858058,4.49416213621467,0.145488913395322,0.268629565504628
"TRINITY_DN4616_c0_g1_i1",0.233538623884729,5.38940574324403,0.145739585373857,0.269028334619883
"TRINITY_DN6652_c0_g1_i1",0.623400033162025,2.169902075629,0.145983412318966,0.269414281292298
"TRINITY_DN1024_c0_g1_i1",0.201738086145295,5.73386457744726,0.146178859957689,0.26971078087862
"TRINITY_DN3897_c0_g1_i1",0.568575330645321,2.12429046927294,0.146252457605132,0.269782370643015
"TRINITY_DN152_c0_g1_i1",-0.392834472872705,10.3033787831154,0.146467797315447,0.270115326495399
"TRINITY_DN2044_c0_g1_i1",0.363244806919569,6.05030336306127,0.14667822266366,0.270439063094258
"TRINITY_DN2911_c0_g1_i1",0.430347258331877,6.71345328891672,0.146829307576922,0.270653262397498
"TRINITY_DN1232_c0_g1_i1",0.867031061376914,1.49016686100757,0.147032069515005,0.270962594473458
"TRINITY_DN7078_c0_g1_i1",0.73762021254752,1.54558409319925,0.147498685130367,0.271757914880165
"TRINITY_DN5375_c0_g1_i1",-0.421934019681461,4.72484251030676,0.147840639119674,0.272323230005901
"TRINITY_DN381_c0_g1_i1",1.05337759279907,3.71194656205532,0.148140902221938,0.272811499982586
"TRINITY_DN6661_c0_g1_i1",-1.02410880819623,1.85380209055041,0.148496242378621,0.273400942094859
"TRINITY_DN2687_c0_g1_i1",0.475612808633099,7.91088190475397,0.148728548828079,0.273705773807466
"TRINITY_DN2085_c0_g1_i1",0.413179525296578,5.81611781982734,0.148751150846092,0.273705773807466
"TRINITY_DN1492_c0_g1_i1",-0.500501858725386,3.00388383340742,0.148767719698782,0.273705773807466
"TRINITY_DN4813_c0_g1_i1",0.16114362711313,6.3662709597428,0.149173507933157,0.274354138525523
"TRINITY_DN193_c0_g1_i1",-0.200040015679419,9.28658219440714,0.14919090004174,0.274354138525523
"TRINITY_DN2811_c0_g1_i1",0.601099482161497,1.81170413611171,0.149292546957519,0.274475958397354
"TRINITY_DN1062_c0_g1_i1",0.266168752222469,8.31259928586195,0.149353049003084,0.274522093153369
"TRINITY_DN6941_c0_g1_i1",-0.630527950454879,2.64313696417092,0.149624889509372,0.27495656989006
"TRINITY_DN6413_c0_g1_i1",0.648015546344587,2.54897533708027,0.149735211643015,0.275032185636454
"TRINITY_DN2424_c0_g1_i1",0.610377505967216,2.06458856949514,0.149736986401583,0.275032185636454
"TRINITY_DN5238_c0_g1_i1",0.675314039293874,1.61452193578216,0.149774761665659,0.275036410988597
"TRINITY_DN5605_c0_g1_i1",-0.22628724648761,5.4806354354836,0.149838266874595,0.275087871910664
"TRINITY_DN757_c0_g1_i1",0.339179674461942,7.44733968291733,0.150002663662373,0.275324491329161
"TRINITY_DN3561_c0_g1_i1",0.573377809314826,3.19404110610642,0.150069343863408,0.275381685910769
"TRINITY_DN916_c0_g1_i1",0.242685190978088,5.85442288011956,0.150171316379671,0.275476284013163
"TRINITY_DN424_c0_g1_i1",0.754197682281539,2.09703240990028,0.150191958277266,0.275476284013163
"TRINITY_DN7141_c0_g1_i1",-0.790697007255275,1.46907243804219,0.150249294621703,0.275516268023194
"TRINITY_DN3010_c0_g1_i1",-0.823929726073328,1.44416185281826,0.150758428602877,0.2763845109856
"TRINITY_DN4018_c0_g1_i1",0.262381605413564,4.7889181155217,0.151027514680502,0.27674299894505
"TRINITY_DN6629_c0_g1_i1",0.311012001720344,3.84185292340486,0.151046743921812,0.27674299894505
"TRINITY_DN2238_c0_g1_i1",0.317133078335757,6.04991127097483,0.151082239529686,0.27674299894505
"TRINITY_DN5631_c0_g1_i1",0.373203245866121,5.09288453330081,0.151096751519979,0.27674299894505
"TRINITY_DN4082_c0_g1_i1",0.772117608510078,1.44171641463895,0.151246459826366,0.276951772091124
"TRINITY_DN313_c0_g1_i1",0.291291071349154,4.87825006110411,0.151378232061851,0.277127611139441
"TRINITY_DN6016_c0_g1_i1",0.86112439741922,1.34012871643367,0.151640649788522,0.277542482958076
"TRINITY_DN7364_c0_g1_i1",0.729660685274983,1.80580268182411,0.151766253040544,0.277679815810937
"TRINITY_DN4245_c0_g1_i2",0.397942326291281,6.71883587120502,0.151787315801206,0.277679815810937
"TRINITY_DN1271_c0_g1_i1",0.756630910578436,1.63040031713487,0.151900017146256,0.277820437116047
"TRINITY_DN6929_c0_g1_i1",0.990452658058522,1.12809449031473,0.152012095405423,0.277959852754304
"TRINITY_DN4953_c0_g1_i1",0.954204643404393,1.33842544659774,0.152112595037891,0.278078035682332
"TRINITY_DN6882_c0_g1_i1",0.87956942069265,1.26207374773244,0.152256631015405,0.27827573320661
"TRINITY_DN20_c0_g1_i1",0.43267163334944,7.2569588517627,0.152351069201193,0.278382710232583
"TRINITY_DN668_c0_g1_i1",0.455387751103752,7.54535435951999,0.152438715144665,0.278477228679686
"TRINITY_DN615_c0_g1_i1",0.162453434852181,6.63299164959903,0.152653441839633,0.278803800843975
"TRINITY_DN6439_c0_g1_i1",-0.748574507079783,1.53697077881177,0.152741939320979,0.278899730465273
"TRINITY_DN5086_c0_g1_i1",0.491040952640984,2.62109754198079,0.152881388511116,0.279088628473437
"TRINITY_DN7125_c0_g1_i1",0.563888576971621,2.9540573847503,0.152979771530061,0.27920248791727
"TRINITY_DN4924_c0_g1_i1",0.667765351377725,1.65564410436979,0.153020874698072,0.279211777249742
"TRINITY_DN4366_c0_g1_i1",0.376643460179151,5.29202422536008,0.153074004476417,0.279243001577803
"TRINITY_DN2315_c0_g1_i1",0.5399812994659,3.44126549974762,0.1531839834989,0.279342961772235
"TRINITY_DN1791_c1_g1_i1",0.176570696666161,7.94858343358316,0.153200860757841,0.279342961772235
"TRINITY_DN3763_c0_g1_i1",0.582240215040869,1.58474347602022,0.153326309946338,0.279477102919953
"TRINITY_DN6810_c0_g1_i1",0.266817635921604,4.08650152324411,0.153395096834671,0.279477102919953
"TRINITY_DN44_c0_g1_i1",0.172662875616378,8.8552648100576,0.153414691320199,0.279477102919953
"TRINITY_DN3716_c0_g1_i1",0.184270005808014,7.74789564203024,0.153418618602776,0.279477102919953
"TRINITY_DN6180_c0_g1_i1",-0.784796847304222,1.44059551198998,0.153533981323105,0.279615185717573
"TRINITY_DN1850_c0_g1_i1",0.248261298952493,7.82700373846689,0.153566549823994,0.279615185717573
"TRINITY_DN5227_c0_g1_i1",0.246746680686528,6.86170585550735,0.153749083262239,0.279881813226611
"TRINITY_DN4726_c1_g1_i1",-0.264992516890227,7.20130753033347,0.154125517062063,0.280501205113187
"TRINITY_DN595_c0_g1_i2",-0.308956643218543,9.60472216642968,0.154202602047534,0.280521306309969
"TRINITY_DN2773_c0_g1_i1",0.17021726669725,6.40398208400257,0.154208926543672,0.280521306309969
"TRINITY_DN1453_c0_g1_i1",0.306016479563876,7.20746400891478,0.154469607210202,0.280868111528674
"TRINITY_DN3858_c0_g1_i1",0.233228645578918,6.136045608376,0.154472027287278,0.280868111528674
"TRINITY_DN4067_c0_g1_i1",0.335379408619118,8.08008200172948,0.154515125087119,0.280880601360008
"TRINITY_DN4002_c0_g1_i1",-0.83923409151743,1.92559812495195,0.154564939801426,0.280905292611452
"TRINITY_DN6227_c0_g1_i1",-0.251539088603516,4.17797388539057,0.154889683552584,0.281412060069715
"TRINITY_DN2338_c0_g1_i1",0.321368522010928,9.79596446791401,0.154958582706312,0.281412060069715
"TRINITY_DN4448_c0_g1_i1",0.446908578649663,8.095216839853,0.155017124623228,0.281412060069715
"TRINITY_DN573_c1_g1_i1",-0.367665132017038,6.41252764953283,0.155020608209437,0.281412060069715
"TRINITY_DN5250_c0_g1_i1",0.518863073013703,2.40467280947532,0.155025268742132,0.281412060069715
"TRINITY_DN6942_c0_g1_i1",-0.944248316007159,1.17677129421509,0.155172354744845,0.281613124142506
"TRINITY_DN903_c0_g1_i1",0.18931708533639,7.83323042918689,0.155234269415041,0.281659557869135
"TRINITY_DN6608_c0_g1_i1",-1.00890408864104,1.70751325974234,0.155348797553358,0.281801410255308
"TRINITY_DN5494_c0_g1_i1",-0.9077404329266,3.19897760580502,0.155459279446957,0.281935858140879
"TRINITY_DN7116_c0_g1_i1",0.910640028034009,2.46438119984448,0.155536226582395,0.282009439825376
"TRINITY_DN3334_c0_g1_i1",0.167689877191786,6.45240006544527,0.155573681237514,0.282011398324631
"TRINITY_DN961_c0_g1_i1",0.320702542183312,6.42632911662956,0.155792155026308,0.282267276415553
"TRINITY_DN1644_c0_g1_i1",-0.37772646208744,9.00721433173619,0.155808032189416,0.282267276415553
"TRINITY_DN5058_c0_g1_i1",0.682310978132686,2.70603380913769,0.155824060758231,0.282267276415553
"TRINITY_DN6725_c0_g1_i1",0.904013799890293,1.26333691899044,0.156157150285071,0.282804575136686
"TRINITY_DN528_c0_g1_i1",-0.309963612998935,9.01544380132757,0.156425762862102,0.283224880772974
"TRINITY_DN2355_c0_g1_i1",0.197536894566581,6.19193120520915,0.156853826238691,0.283933624755679
"TRINITY_DN6171_c0_g1_i1",-0.677325079066017,2.45676968385005,0.157276394984683,0.284632093911356
"TRINITY_DN1270_c0_g1_i2",0.366717645710147,4.68156355112921,0.157449554242029,0.284878971770934
"TRINITY_DN887_c0_g1_i1",-0.484782354239146,8.83506740012826,0.157641160867875,0.285159104108407
"TRINITY_DN6523_c0_g1_i1",0.322403445743669,7.27026295989771,0.157757253320132,0.285302539069508
"TRINITY_DN6645_c0_g1_i1",0.757166625830099,1.67226534733731,0.157886082589316,0.285468936174199
"TRINITY_DN2650_c0_g1_i1",0.59751669716094,4.21510414728479,0.158239777304531,0.286041733141064
"TRINITY_DN5399_c0_g1_i1",0.669181239767138,2.32008487633449,0.158351375471942,0.286176739868057
"TRINITY_DN1805_c0_g1_i1",0.320237668993605,7.2696741181177,0.158492237929213,0.28636455853302
"TRINITY_DN6821_c0_g1_i1",-0.75011939765988,1.41601288713472,0.158556649627951,0.286414190252914
"TRINITY_DN1748_c0_g1_i1",0.332502665423359,3.40943575252662,0.158708834410259,0.286622313809162
"TRINITY_DN33_c0_g1_i1",-0.231166110806722,6.11463304539089,0.158938694646326,0.286917827666891
"TRINITY_DN707_c0_g1_i1",0.230060452702889,5.2017129691489,0.158946481340036,0.286917827666891
"TRINITY_DN1872_c0_g1_i1",-0.411043035988047,6.88033515194424,0.159245633230798,0.287390920493105
"TRINITY_DN2608_c0_g1_i1",0.164843181097712,8.17936023072892,0.159713936852096,0.288168990554875
"TRINITY_DN1710_c0_g1_i1",0.189882565599115,8.87381816595181,0.159846535446566,0.288341132926298
"TRINITY_DN261_c0_g1_i1",0.359032029573225,6.71625285044508,0.160024361416277,0.288594760190835
"TRINITY_DN4309_c0_g1_i1",-0.793476991519998,2.2966426554608,0.16012241180122,0.288704432254618
"TRINITY_DN6741_c0_g1_i1",0.57818731147404,1.68624546859023,0.160175062363382,0.288732215415787
"TRINITY_DN6380_c0_g1_i1",0.597533153056844,2.82012901602772,0.160246588547884,0.28879400302458
"TRINITY_DN1636_c0_g1_i1",0.149134016613619,9.50206599526267,0.160689141964354,0.289524266244397
"TRINITY_DN4964_c0_g1_i1",0.295123602023589,4.41118799324286,0.160742397061394,0.289545708085439
"TRINITY_DN842_c0_g1_i1",0.860179218638698,1.20101578149016,0.160775734981016,0.289545708085439
"TRINITY_DN246_c0_g1_i1",-0.238093295960693,7.12566398781728,0.160884418116337,0.289610535249626
"TRINITY_DN773_c0_g1_i1",-0.195079817712361,5.3927972577914,0.160886440773912,0.289610535249626
"TRINITY_DN4911_c0_g1_i1",-0.221807000920882,4.91888927685734,0.161150676905098,0.290018848199913
"TRINITY_DN6133_c0_g1_i1",0.597254927787828,2.22284093439796,0.161319075025232,0.290254534386314
"TRINITY_DN5502_c0_g1_i1",0.807397192313276,1.26919271726026,0.161468504151548,0.290426067417138
"TRINITY_DN3490_c0_g1_i1",-0.793230338875805,5.18899165712406,0.161489330147721,0.290426067417138
"TRINITY_DN3762_c0_g1_i1",0.500618793465004,2.20709412762265,0.162020928163009,0.291314530623332
"TRINITY_DN4829_c0_g1_i1",0.268600695513465,4.06537060026411,0.162201625571718,0.291571806876311
"TRINITY_DN4955_c0_g1_i1",0.444179549633065,5.96790533220332,0.162318386540196,0.291674451943984
"TRINITY_DN4083_c0_g1_i1",0.529478065296311,3.51536048970773,0.162333968804113,0.291674451943984
"TRINITY_DN183_c0_g1_i1",0.371562632289448,3.0963974348153,0.162439637878139,0.291796689636054
"TRINITY_DN4713_c0_g1_i1",-0.890312650768323,3.67006352541862,0.163012483961117,0.292752096039443
"TRINITY_DN417_c0_g1_i1",0.194570431418264,6.5928744462367,0.163047020598261,0.292752096039443
"TRINITY_DN6422_c0_g1_i1",-0.435533475464706,3.00219260896888,0.163114568240389,0.292805567855461
"TRINITY_DN2277_c0_g1_i1",0.357002746278684,5.24401062714783,0.163182252258091,0.292859259665967
"TRINITY_DN83_c0_g1_i1",0.221810027324335,8.66578914885665,0.163293921168462,0.292991846984283
"TRINITY_DN5245_c0_g1_i1",-0.778142733915142,3.61511601136491,0.163397016396846,0.293108993087632
"TRINITY_DN5835_c0_g1_i1",-0.712461763930613,1.44734402675024,0.163523275739661,0.293143940703425
"TRINITY_DN4450_c0_g1_i1",0.305243157025254,6.58775744877712,0.163528879049666,0.293143940703425
"TRINITY_DN7338_c0_g1_i1",-0.82596674888367,1.15504159215976,0.163598245950462,0.293143940703425
"TRINITY_DN6726_c0_g1_i1",-1.04324476278433,1.25452178354485,0.163606448290971,0.293143940703425
"TRINITY_DN4491_c0_g1_i1",0.657558939745701,1.77731495665077,0.163633785741136,0.293143940703425
"TRINITY_DN3416_c0_g1_i1",0.335441424214286,3.83479141749105,0.163650111025232,0.293143940703425
"TRINITY_DN1432_c0_g1_i1",0.310768798577952,6.40834566732238,0.163681171069925,0.293143940703425
"TRINITY_DN4449_c0_g1_i1",0.35702760695793,3.04529039054435,0.163854799750634,0.293387127590453
"TRINITY_DN2360_c0_g1_i1",-0.212550851087797,6.83664653137717,0.164049685610983,0.293668255031621
"TRINITY_DN5774_c0_g1_i1",-0.740249744429748,1.45666995742259,0.164271903133262,0.293998168280743
"TRINITY_DN4887_c0_g1_i1",0.221322779221472,7.09797216717155,0.164706403299671,0.294707764777833
"TRINITY_DN3060_c0_g1_i1",0.254717062496287,5.79796098674705,0.164828013489496,0.294857311625302
"TRINITY_DN3704_c0_g1_i1",0.546172825998889,2.00362988664185,0.165027219186464,0.295138926441938
"TRINITY_DN2452_c0_g1_i1",0.565959361657003,3.10890091549954,0.165061574236069,0.295138926441938
"TRINITY_DN4072_c0_g1_i1",-0.927169002141323,2.07745018497223,0.165524004997962,0.295897535335301
"TRINITY_DN4079_c0_g1_i1",0.842669649892379,1.47071801428274,0.16573809037215,0.296211944364978
"TRINITY_DN592_c0_g1_i1",-0.466617192825944,7.62613615691959,0.165808164472778,0.296268886646105
"TRINITY_DN6216_c0_g1_i1",-0.261188160844423,6.69903046558292,0.165881704189246,0.296329421528862
"TRINITY_DN3754_c0_g1_i1",0.770707877081577,1.27798600904051,0.165918485599998,0.296329421528862
"TRINITY_DN5178_c0_g1_i1",0.662021461880046,1.70484297826619,0.166359969269742,0.297049479905184
"TRINITY_DN1020_c0_g1_i1",0.186976352503518,8.65207107691649,0.166403328696525,0.297058486618503
"TRINITY_DN4567_c0_g1_i1",0.432102495910144,6.67782424173646,0.166668839585157,0.297463976359051
"TRINITY_DN373_c0_g1_i1",0.39879368338097,5.19684094113675,0.166912141852379,0.297829651503221
"TRINITY_DN4370_c0_g1_i1",0.371851501552236,7.52962274045225,0.167079700039593,0.298060035528523
"TRINITY_DN4714_c0_g1_i1",0.629351952566965,1.98537018112639,0.167353774536374,0.298480288470326
"TRINITY_DN6692_c0_g1_i1",0.170846395869289,5.53298952569752,0.167439170811099,0.298530550118005
"TRINITY_DN5877_c0_g1_i1",0.401056121781908,2.80714115831805,0.167468843041434,0.298530550118005
"TRINITY_DN1009_c0_g1_i1",0.215763429832896,7.38002966230258,0.167501482358489,0.298530550118005
"TRINITY_DN459_c0_g1_i1",-0.224542368900933,8.09500957369673,0.167535976210943,0.298530550118005
"TRINITY_DN4923_c0_g1_i2",0.303741556800179,4.4550522994581,0.167587566545681,0.298553861081954
"TRINITY_DN4743_c0_g1_i1",0.286649990249911,6.51869781030316,0.167815785044525,0.298891748552769
"TRINITY_DN435_c1_g1_i1",-0.566726617908331,2.52872718399843,0.167900855804759,0.29897458315441
"TRINITY_DN7037_c0_g1_i1",0.16769931604166,5.72858357088666,0.167992669925245,0.299069384599409
"TRINITY_DN6291_c0_g1_i1",0.231009555159222,4.63328468716117,0.168074572916632,0.29908937346813
"TRINITY_DN7115_c0_g1_i1",0.801332237597527,1.3300633397742,0.168081052521687,0.29908937346813
"TRINITY_DN2506_c0_g1_i1",0.286633521422044,6.83015154885321,0.168153134752254,0.299122029292408
"TRINITY_DN1648_c0_g1_i1",0.281092843745809,5.1444853591248,0.168176567223734,0.299122029292408
"TRINITY_DN4957_c0_g1_i1",-0.199414675275311,7.39308125771056,0.168336903014762,0.29932937029938
"TRINITY_DN7101_c0_g1_i1",0.704252652694918,1.97682016468701,0.168370357780936,0.29932937029938
"TRINITY_DN1735_c0_g1_i1",0.283725071997774,7.21365472338224,0.168473910285655,0.299444802027666
"TRINITY_DN565_c0_g1_i2",-0.356488430259496,9.6552547129614,0.168757897296808,0.299880810850826
"TRINITY_DN4302_c0_g1_i1",-0.449388253360116,2.16910959959009,0.168965914017501,0.30018165246968
"TRINITY_DN819_c0_g1_i1",-0.148246971887469,6.50996309563477,0.169143128899597,0.300427646817543
"TRINITY_DN2123_c0_g1_i1",0.332892808189604,7.9869880599589,0.169236664309409,0.300524933209081
"TRINITY_DN4413_c0_g1_i1",0.182728145870026,6.6253435686673,0.169517261308434,0.300954276831759
"TRINITY_DN2411_c0_g1_i1",0.161968783757617,8.15139467773686,0.169629847782502,0.301085212879519
"TRINITY_DN5729_c0_g1_i1",0.283597993833427,7.81731059590112,0.169807291509513,0.301331181293947
"TRINITY_DN3051_c0_g1_i1",0.361631908733717,2.95659415138457,0.169980595260918,0.301569692232928
"TRINITY_DN2674_c0_g1_i1",0.218074409082178,7.1401382135373,0.170073577119618,0.301665624206908
"TRINITY_DN2195_c0_g1_i1",0.230795469806473,7.62824498933647,0.170328091180577,0.302024787953705
"TRINITY_DN3254_c0_g1_i1",0.281055882237091,10.6241539638428,0.170402573184108,0.302024787953705
"TRINITY_DN6086_c0_g1_i1",-0.785817873483386,2.73368338568379,0.170416061321244,0.302024787953705
"TRINITY_DN1839_c0_g1_i1",0.472345989108653,6.81131140358383,0.170431890532369,0.302024787953705
"TRINITY_DN2645_c0_g1_i1",0.226007987572607,7.95488377251192,0.170576957785706,0.30221278649739
"TRINITY_DN3511_c0_g1_i1",0.181639047944918,8.12364729641035,0.170662013856855,0.302294401058305
"TRINITY_DN4393_c0_g1_i1",0.199331618453088,7.80242387887661,0.170897500398693,0.302642263041053
"TRINITY_DN5957_c0_g1_i1",-0.708699163774264,2.16123641618452,0.170957299368066,0.302642263041053
"TRINITY_DN1245_c0_g1_i1",0.204674792215873,8.30039903736639,0.170975507818884,0.302642263041053
"TRINITY_DN6817_c0_g1_i1",0.940836736249773,1.22826958851395,0.171023661364583,0.302658399123399
"TRINITY_DN7489_c0_g1_i1",0.708729308252276,1.41752189081664,0.171139489913928,0.302794264103761
"TRINITY_DN7048_c0_g1_i1",0.863068884217918,1.34496989063862,0.171193609078434,0.302820910605772
"TRINITY_DN5691_c0_g1_i1",0.73708586825722,1.39083741950984,0.171291502514313,0.302864573547901
"TRINITY_DN6159_c0_g1_i2",1.63639470505873,1.00641572802185,0.171296421386243,0.302864573547901
"TRINITY_DN5466_c0_g1_i1",-0.52026040225615,4.19644809803143,0.171493769092404,0.303144366569404
"TRINITY_DN4268_c0_g1_i1",-0.837294925027413,1.74495281559293,0.171575429073616,0.303162208354869
"TRINITY_DN7122_c0_g1_i1",0.866007127184753,1.47238922921219,0.171582067620426,0.303162208354869
"TRINITY_DN2955_c0_g1_i1",0.253272027626326,7.63733813434559,0.171901483524633,0.303657371101955
"TRINITY_DN3011_c0_g1_i1",0.199226904538293,5.53833633146847,0.17205494165386,0.303859217002819
"TRINITY_DN3888_c0_g1_i1",0.346251255179339,5.62325681588341,0.172247800324195,0.30413053880972
"TRINITY_DN5678_c0_g1_i1",0.859127127204766,1.20882312449447,0.172438673791242,0.304398232673838
"TRINITY_DN5914_c0_g1_i1",-0.214730071769644,5.6984084065915,0.172653383410588,0.304707871974116
"TRINITY_DN1134_c0_g1_i1",-0.208804569118918,8.79440818116786,0.172769362534616,0.304843165164059
"TRINITY_DN1552_c0_g1_i1",-0.161920151106656,8.95179637629676,0.172884916147924,0.304977646164927
"TRINITY_DN6590_c0_g1_i1",0.772856362828368,1.30346916312569,0.172946805525886,0.305017421119699
"TRINITY_DN1394_c0_g1_i1",-0.226272182258796,7.73428581306159,0.173006506006501,0.305053318414465
"TRINITY_DN3637_c0_g1_i1",0.315731530237554,5.80585810975515,0.173284355655223,0.30547376293655
"TRINITY_DN2056_c0_g1_i1",0.456738681072856,2.5825090220766,0.173535430013688,0.305846826300551
"TRINITY_DN4677_c0_g1_i1",0.437281600422068,6.4568693069673,0.173660443180553,0.305997594540642
"TRINITY_DN7092_c0_g1_i1",-0.92014428565842,1.06018541330745,0.173759643026684,0.306048219194531
"TRINITY_DN1924_c0_g1_i1",0.376361777471865,6.79983304394809,0.173768123422459,0.306048219194531
"TRINITY_DN7111_c0_g1_i1",0.661639665450594,1.74942063554086,0.173825914678142,0.306080471610183
"TRINITY_DN7139_c0_g1_i1",0.726574260503876,1.54342101847216,0.174056194191197,0.306416365477828
"TRINITY_DN1949_c0_g1_i1",0.637532303660905,1.59122642834411,0.174511127897735,0.307147508420236
"TRINITY_DN3955_c0_g1_i1",0.279707923181943,8.75163443094207,0.174696108824589,0.307403298165465
"TRINITY_DN3979_c0_g1_i1",0.272499321162794,5.26671044831346,0.174780626268202,0.307457358094956
"TRINITY_DN6552_c0_g1_i1",-0.329380357309064,3.42579534313921,0.174806144006522,0.307457358094956
"TRINITY_DN1100_c0_g1_i1",0.969853090121997,1.06812505032417,0.174885208341604,0.307526654631992
"TRINITY_DN6900_c0_g1_i1",0.343238888145976,4.42400390827541,0.175104993523746,0.307843314011248
"TRINITY_DN1698_c0_g1_i1",-0.803610926172335,4.07087907659203,0.175443937527916,0.308369269474934
"TRINITY_DN913_c0_g1_i1",0.156523244364655,8.26251953594854,0.175510780546625,0.308391878837219
"TRINITY_DN3902_c0_g1_i1",0.673463163049811,1.7313902777918,0.175573688376374,0.308391878837219
"TRINITY_DN315_c0_g1_i1",0.202282988725134,6.25614982498802,0.175610910152201,0.308391878837219
"TRINITY_DN1591_c0_g1_i1",-0.168082834430478,7.01801912453274,0.175615909333977,0.308391878837219
"TRINITY_DN1218_c0_g1_i1",0.150028429085786,8.66929686135839,0.175812351471266,0.308666929564476
"TRINITY_DN7355_c0_g1_i1",0.827928772117194,1.30267612646405,0.176016548318626,0.308955467311367
"TRINITY_DN971_c0_g1_i1",0.276081657508484,5.8180477208515,0.176443147888205,0.309634161515901
"TRINITY_DN1122_c0_g1_i1",-0.563106801222723,10.2940224726852,0.176550366713347,0.309752204826563
"TRINITY_DN733_c0_g1_i1",0.327350503983054,9.65049755087372,0.176837282716387,0.310155733002875
"TRINITY_DN3694_c0_g1_i1",0.238731387924129,5.16513756290473,0.176884128085912,0.310155733002875
"TRINITY_DN627_c0_g1_i1",0.309976531651061,3.33506255499109,0.176900380670542,0.310155733002875
"TRINITY_DN7007_c0_g1_i1",0.807384246874526,1.38813489470492,0.177460807139211,0.310899883320333
"TRINITY_DN5314_c0_g1_i1",0.189510867334377,5.63895572555978,0.17746566903972,0.310899883320333
"TRINITY_DN6527_c0_g1_i1",0.367357994245555,2.63377144529434,0.177492341828816,0.310899883320333
"TRINITY_DN6991_c0_g1_i1",0.817609444673509,1.83245938616894,0.177506788033499,0.310899883320333
"TRINITY_DN7284_c0_g1_i1",-0.685652872540415,1.36190337491623,0.177525317097783,0.310899883320333
"TRINITY_DN957_c0_g1_i1",0.262914208150502,4.39168790881855,0.177654276524977,0.31105546655333
"TRINITY_DN3922_c0_g1_i1",0.527804735184968,2.35560233079635,0.177847572765251,0.31132360163671
"TRINITY_DN3648_c0_g1_i1",-0.230194211139955,5.71298336993895,0.177917605885361,0.311375891293274
"TRINITY_DN6239_c0_g1_i1",0.447387563963234,2.57005728963595,0.178116931918532,0.311587298277202
"TRINITY_DN7526_c0_g1_i1",0.807177666846234,1.33168647288076,0.178118780596487,0.311587298277202
"TRINITY_DN4300_c0_g1_i1",0.245232988822085,7.25067768377077,0.178418361580222,0.312040955860921
"TRINITY_DN4379_c0_g1_i1",0.514392617835305,3.14937327715453,0.178500993904983,0.312115066699443
"TRINITY_DN2434_c0_g1_i1",0.201065635489158,6.52982327282972,0.178649239428336,0.312303845160742
"TRINITY_DN6398_c0_g1_i1",-0.842704386100162,1.70708938031546,0.178832282584518,0.312553355923754
"TRINITY_DN6309_c0_g1_i1",0.686863523158059,2.31897475543592,0.178900327643757,0.312601812085203
"TRINITY_DN2993_c0_g1_i1",-0.420681586944088,6.98564572116063,0.178964781132444,0.312643972086488
"TRINITY_DN4076_c1_g1_i1",-0.18006950078054,5.57006223305694,0.17907427562512,0.312764780112988
"TRINITY_DN6172_c0_g1_i1",0.14818937236415,7.153032515543,0.179343291586809,0.31316408551183
"TRINITY_DN6229_c0_g1_i1",-0.857430330865016,1.46875867038104,0.179550728623982,0.313455707953554
"TRINITY_DN2062_c0_g1_i1",0.522915594819411,1.97658899745692,0.179726140671856,0.313691303158239
"TRINITY_DN2358_c0_g1_i1",0.389405747814309,3.11270814138737,0.179903422791773,0.313888266352829
"TRINITY_DN4725_c0_g1_i1",0.717574364237702,1.6196810114917,0.179919960747062,0.313888266352829
"TRINITY_DN3204_c0_g1_i1",-0.538185227989814,3.17343728273402,0.180030317573934,0.314010135466976
"TRINITY_DN1642_c0_g1_i1",0.240681516945347,6.53538484909602,0.18024845948528,0.31428089289067
"TRINITY_DN317_c0_g1_i1",-0.238372114108176,10.5529470176654,0.180266623330944,0.31428089289067
"TRINITY_DN3042_c0_g1_i1",0.169439566335757,6.96597403487508,0.180621858132427,0.31482942133559
"TRINITY_DN2134_c0_g1_i1",0.384823506941657,7.30953164179776,0.180756001912214,0.314992421403775
"TRINITY_DN4944_c0_g1_i1",0.646138240759255,3.60430053655217,0.180890937754014,0.31515672818132
"TRINITY_DN5202_c0_g1_i1",-0.817584839345619,1.30523458771595,0.18127708285497,0.315758531425428
"TRINITY_DN4411_c0_g1_i1",0.39579499083744,2.24346296678327,0.181324498012917,0.31577017814334
"TRINITY_DN5229_c0_g1_i1",0.165692424715359,7.80778904169153,0.181411470347743,0.31585069158007
"TRINITY_DN6464_c0_g1_i1",0.867430480322485,1.62662080529556,0.181538731579299,0.316001299042278
"TRINITY_DN4758_c0_g1_i1",0.768108045276227,1.99343716030425,0.181626009633047,0.316082256494952
"TRINITY_DN5407_c0_g1_i1",0.179467124201533,5.85011340891456,0.181740948617571,0.316211304899468
"TRINITY_DN554_c0_g1_i2",-0.139055874852854,10.1847276733381,0.1818263798144,0.316288966277999
"TRINITY_DN4114_c0_g1_i1",0.195056942779432,8.0160494221336,0.181871625300024,0.316296705013703
"TRINITY_DN5890_c0_g1_i1",0.496989161815177,2.61627756002936,0.181939027331264,0.31634296454346
"TRINITY_DN5970_c0_g1_i1",-0.747383314657111,2.26826032461122,0.182015876751135,0.316405626110212
