"","logFC","logCPM","PValue","FDR"
"TRINITY_DN5503_c0_g1_i1",0.963418487553708,4.76343903841181,1.53180913016994e-06,1.90322374778967e-05
"TRINITY_DN1515_c0_g1_i1",0.613000239007284,5.51394594501217,1.55186072048804e-06,1.925052186551e-05
"TRINITY_DN2204_c0_g1_i1",-0.817922972489959,8.13098640330313,1.5634471406799e-06,1.93632678621267e-05
"TRINITY_DN5111_c0_g1_i1",0.895355393743522,4.79465361501451,1.57562963683095e-06,1.94830248394743e-05
"TRINITY_DN1_c0_g1_i2",0.655282401803782,6.09181166399488,1.59991845208504e-06,1.97518594888779e-05
"TRINITY_DN3811_c0_g1_i1",0.677749884126755,5.24111911906005,1.61962060400589e-06,1.99361100908604e-05
"TRINITY_DN5218_c0_g1_i1",-1.15199405907691,7.79087969078545,1.61998572903934e-06,1.99361100908604e-05
"TRINITY_DN198_c0_g1_i1",0.813174446222576,6.41135038293097,1.63244451638133e-06,2.0057594826473e-05
"TRINITY_DN4214_c0_g1_i1",0.606692407345138,5.38688724626793,1.67714862203235e-06,2.05742614978114e-05
"TRINITY_DN589_c1_g1_i1",-0.911448614759916,9.04293755098505,1.68187887992874e-06,2.05996950333137e-05
"TRINITY_DN3983_c0_g1_i1",0.54561508451523,8.85184980167096,1.68554948759321e-06,2.06120901850318e-05
"TRINITY_DN726_c0_g1_i1",0.689258660775586,5.93266428970995,1.68946875901693e-06,2.06274823443437e-05
"TRINITY_DN2629_c0_g1_i1",0.851300969978947,4.34717798735496,1.7413041558926e-06,2.12093493556178e-05
"TRINITY_DN4354_c0_g1_i1",0.819559088861626,4.26322059825309,1.74610335243766e-06,2.12093493556178e-05
"TRINITY_DN306_c0_g1_i1",0.59800549785074,6.77073464414634,1.74709841364185e-06,2.12093493556178e-05
"TRINITY_DN3082_c0_g1_i1",1.16068335486302,9.87487574850877,1.74806839136331e-06,2.12093493556178e-05
"TRINITY_DN5322_c0_g1_i1",0.714977791646582,5.88947483720261,1.81066785315405e-06,2.19345435398489e-05
"TRINITY_DN2026_c0_g1_i1",-0.886756990065027,6.28390112185922,1.85400969171677e-06,2.24245509202497e-05
"TRINITY_DN5499_c0_g1_i1",1.61918115411138,2.31886638758242,1.87932594314479e-06,2.26953489676037e-05
"TRINITY_DN1110_c0_g1_i1",0.785539787067544,5.77316063165303,1.9039663449576e-06,2.29571556336801e-05
"TRINITY_DN6603_c0_g1_i1",2.16767950313376,1.54247677886517,1.9173148952406e-06,2.30822086689446e-05
"TRINITY_DN3646_c0_g1_i1",0.64783904770016,5.28345561326737,1.97023310329925e-06,2.36825073641536e-05
"TRINITY_DN2156_c0_g1_i1",-0.675600284431644,9.85152832917493,1.98287797444257e-06,2.37976051638595e-05
"TRINITY_DN4425_c0_g1_i1",1.78852691342711,2.61625647671026,1.99085875993328e-06,2.3856457443219e-05
"TRINITY_DN6208_c0_g1_i1",0.670777531441434,4.77349885505592,1.99561505320835e-06,2.38765486227228e-05
"TRINITY_DN301_c0_g1_i1",0.526988649270748,8.96038331990927,2.05143529409624e-06,2.45065914254671e-05
"TRINITY_DN5570_c0_g1_i1",1.75721333253774,2.85289206472444,2.06168067701361e-06,2.45910927521331e-05
"TRINITY_DN6453_c0_g1_i1",2.64342011382789,1.58454797472331,2.06907191919598e-06,2.46303847645681e-05
"TRINITY_DN4058_c0_g1_i1",0.834373039578977,7.46549693818581,2.07132862975602e-06,2.46303847645681e-05
"TRINITY_DN4912_c0_g1_i1",0.703487581845415,5.1184118743456,2.14426656549636e-06,2.54586503557324e-05
"TRINITY_DN2138_c0_g1_i1",1.2983866595161,2.9454920281717,2.15327337391291e-06,2.5526496128359e-05
"TRINITY_DN2971_c0_g1_i1",0.581747413273855,8.12640190836504,2.17100287621738e-06,2.56968234160501e-05
"TRINITY_DN2585_c0_g1_i1",0.948436672181585,4.12125272366153,2.17427010975479e-06,2.56968234160501e-05
"TRINITY_DN6619_c0_g1_i1",-4.13971038201952,1.5701432324214,2.18507062351518e-06,2.57851636896701e-05
"TRINITY_DN5891_c0_g1_i1",1.70399356613513,2.26026774613513,2.20774885311237e-06,2.60131867145596e-05
"TRINITY_DN263_c0_g1_i1",0.527313270899398,7.72396601966325,2.21187231315332e-06,2.60222246492833e-05
"TRINITY_DN3560_c0_g1_i1",0.878276566497698,4.02246782969817,2.22719063843533e-06,2.61627409390744e-05
"TRINITY_DN293_c0_g1_i1",0.647675477837373,7.27290386266798,2.29244173822196e-06,2.68885034741828e-05
"TRINITY_DN779_c0_g1_i1",0.814030954926741,6.23722152194082,2.30224531756145e-06,2.69627008263654e-05
"TRINITY_DN5586_c0_g1_i1",-1.36404258248074,2.97803802591954,2.32771338668083e-06,2.72198520164955e-05
"TRINITY_DN3248_c0_g1_i1",0.608216738902617,7.73347568765075,2.42635933250724e-06,2.83172022796632e-05
"TRINITY_DN3765_c0_g1_i1",-1.71373543452908,6.11950352855562,2.43174470069725e-06,2.83172022796632e-05
"TRINITY_DN2761_c0_g1_i1",0.606096046810908,6.08774525770511,2.4325108626668e-06,2.83172022796632e-05
"TRINITY_DN218_c0_g1_i1",0.602433948415034,8.28060537791652,2.44022580343516e-06,2.83644237691646e-05
"TRINITY_DN4361_c0_g1_i1",-0.909424534543948,9.33701132999987,2.48283802919952e-06,2.88165317969819e-05
"TRINITY_DN1669_c0_g1_i1",0.677030932190447,4.79989486778835,2.5027331134033e-06,2.90040206699788e-05
"TRINITY_DN5712_c0_g1_i1",-0.580090884698513,5.84754029639776,2.51972570639476e-06,2.91573632860874e-05
"TRINITY_DN1888_c0_g1_i1",0.992331784190016,5.06098733126151,2.55326367644255e-06,2.95014206906991e-05
"TRINITY_DN2872_c0_g1_i1",0.665055310194533,7.08516799344133,2.60649156662092e-06,3.00716207083512e-05
"TRINITY_DN6602_c0_g1_i1",1.49065342702559,2.48612215035422,2.62617954449849e-06,3.02288520413185e-05
"TRINITY_DN5215_c0_g1_i1",0.705018036436408,4.96280245060155,2.62791774485343e-06,3.02288520413185e-05
"TRINITY_DN4480_c0_g1_i1",-1.71266814395446,7.999419226413,2.65160567184826e-06,3.03933748720692e-05
"TRINITY_DN4633_c0_g1_i1",0.533737286069836,6.94378083832229,2.65272333300459e-06,3.03933748720692e-05
"TRINITY_DN2237_c0_g1_i1",1.32524581936397,3.16433984324427,2.65398101230374e-06,3.03933748720692e-05
"TRINITY_DN4241_c0_g1_i1",-0.662568253725104,5.67139072485865,2.7583339725151e-06,3.15418337594537e-05
"TRINITY_DN3353_c0_g1_i1",0.800154624253951,4.70523397567801,2.76435706843336e-06,3.15641536841883e-05
"TRINITY_DN874_c0_g1_i1",1.23604354467528,2.92093294038392,2.7701748112951e-06,3.15840666352514e-05
"TRINITY_DN831_c1_g1_i1",0.50895859344151,7.13297534697871,2.77522219062157e-06,3.15866781894677e-05
"TRINITY_DN504_c0_g1_i1",0.885774228441699,7.69436557954201,2.77855211211363e-06,3.15866781894677e-05
"TRINITY_DN4807_c0_g1_i1",0.69329421354062,5.04308685916349,2.86169324191601e-06,3.24482453094213e-05
"TRINITY_DN2653_c0_g1_i1",0.542789462596556,7.91468403476344,2.86271118169021e-06,3.24482453094213e-05
"TRINITY_DN2537_c0_g1_i1",0.686841254740718,7.24131955433865,2.91815339840646e-06,3.30283843764165e-05
"TRINITY_DN638_c0_g1_i2",0.878005003344364,6.41513922961234,2.9349793992734e-06,3.31704012865404e-05
"TRINITY_DN336_c0_g2_i1",-1.23312715483763,4.25203722474361,2.94204375501357e-06,3.32018416777587e-05
"TRINITY_DN2069_c0_g1_i1",0.80118358180372,6.43543304459821,2.99510608657914e-06,3.37137868463438e-05
"TRINITY_DN3999_c0_g1_i1",0.591812931152925,6.79504477233946,2.99610462235662e-06,3.37137868463438e-05
"TRINITY_DN2922_c0_g1_i1",0.75091848141795,7.84020275532213,3.05011823602566e-06,3.42718357737782e-05
"TRINITY_DN1466_c0_g1_i1",0.623757493691997,5.65372249282501,3.15209830278838e-06,3.53158789045379e-05
"TRINITY_DN4897_c0_g1_i1",1.35881809094784,2.91317137907317,3.15214603404362e-06,3.53158789045379e-05
"TRINITY_DN6896_c0_g1_i1",1.96348206447371,1.97924270284481,3.17718203079138e-06,3.55450105118695e-05
"TRINITY_DN617_c0_g1_i1",1.30540577852277,3.15910593088425,3.22773767499807e-06,3.60585737669453e-05
"TRINITY_DN115_c0_g1_i1",0.588853211573738,5.89356009564302,3.23665880292565e-06,3.61062096389677e-05
"TRINITY_DN1452_c0_g1_i1",1.13576494252537,4.24313496772616,3.24822279529152e-06,3.61831484653667e-05
"TRINITY_DN447_c0_g1_i1",0.616803358993894,7.00434700708775,3.30587111612438e-06,3.67724802916963e-05
"TRINITY_DN4521_c0_g1_i1",0.530413524079439,7.30446363831165,3.32705139985235e-06,3.69550565946351e-05
"TRINITY_DN6671_c0_g1_i1",-3.6983575524798,2.44163702378827,3.33619385107013e-06,3.70035921707392e-05
"TRINITY_DN556_c0_g1_i2",1.10297676332385,3.40922136334922,3.36551958064118e-06,3.72755332981587e-05
"TRINITY_DN1293_c0_g1_i1",-0.557476144578729,9.11944409593662,3.43831667124751e-06,3.80274880915577e-05
"TRINITY_DN2100_c0_g1_i1",0.648625585651793,4.94245378535535,3.46660109453447e-06,3.82856955639968e-05
"TRINITY_DN4687_c0_g1_i1",0.798877314507144,5.63214063092629,3.49648995567008e-06,3.85608629108252e-05
"TRINITY_DN4358_c0_g1_i1",1.20390545746029,4.91076178892629,3.5103939925463e-06,3.86592111139368e-05
"TRINITY_DN5561_c0_g1_i1",0.52413486634797,6.77106461797934,3.63774122627131e-06,4.00048336557184e-05
"TRINITY_DN6764_c0_g1_i1",1.875913843469,1.879538512991,3.76815813402619e-06,4.13803541262111e-05
"TRINITY_DN1027_c0_g1_i1",0.55559113144538,8.02188870262244,3.81824876976029e-06,4.1871121233312e-05
"TRINITY_DN4527_c0_g1_i1",0.874855108176541,4.79977982283106,3.83066486966721e-06,4.19479445402964e-05
"TRINITY_DN492_c0_g1_i1",-0.562944808011204,12.9282304001697,3.90834185376942e-06,4.27381867309933e-05
"TRINITY_DN5436_c0_g1_i1",-3.4997285613826,1.96002407224223,3.92305425391421e-06,4.28386473670378e-05
"TRINITY_DN3110_c0_g1_i1",0.604662360671217,7.67098420770384,3.94797950224714e-06,4.29995745610037e-05
"TRINITY_DN5262_c0_g1_i1",0.588466221015369,5.14047104569542,3.95208577653649e-06,4.29995745610037e-05
"TRINITY_DN2631_c0_g1_i1",0.520973962695721,7.78204148071769,3.95443011247202e-06,4.29995745610037e-05
"TRINITY_DN2736_c0_g1_i1",0.622151301305827,6.34613070397394,3.96828987435044e-06,4.30898478933318e-05
"TRINITY_DN1736_c1_g1_i1",1.37832182078015,2.72392404029499,4.0096929738054e-06,4.34785309453332e-05
"TRINITY_DN3046_c0_g1_i1",1.17651355815853,4.74532983645311,4.08217196138253e-06,4.42026246041882e-05
"TRINITY_DN2634_c0_g1_i1",0.776311985630543,7.16453583211689,4.10131044530085e-06,4.43479217327998e-05
"TRINITY_DN1875_c0_g1_i1",0.528644465544795,6.23168671481814,4.23741672697245e-06,4.57081891320511e-05
"TRINITY_DN6031_c0_g1_i1",0.971026612764721,3.82350416441103,4.2388995209525e-06,4.57081891320511e-05
"TRINITY_DN747_c0_g1_i1",-0.741801406112628,9.41292025974508,4.26888197581966e-06,4.59675582757359e-05
"TRINITY_DN7456_c0_g1_i1",1.73144108720592,2.16207174442909,4.31068394000539e-06,4.63393111030553e-05
"TRINITY_DN2539_c0_g1_i1",0.512156469801064,6.25966141177997,4.31535955325757e-06,4.63393111030553e-05
"TRINITY_DN190_c0_g1_i1",0.547846247284487,10.8816138691719,4.34371300505555e-06,4.65792626945998e-05
"TRINITY_DN1216_c0_g1_i1",0.511611110542568,9.08137751077582,4.36212839937615e-06,4.67121291165238e-05
"TRINITY_DN4085_c0_g1_i1",0.522271396612713,7.99704702929956,4.39768561201366e-06,4.70027282537774e-05
"TRINITY_DN2861_c0_g1_i1",0.525210543125833,5.92304346759201,4.40139052137784e-06,4.70027282537774e-05
"TRINITY_DN2142_c0_g1_i1",0.505092986937377,6.7717082218415,4.43980742337973e-06,4.73477674738144e-05
"TRINITY_DN1806_c0_g1_i1",1.35213433366243,3.02968882006531,4.48609912714697e-06,4.77757232593001e-05
"TRINITY_DN1765_c0_g1_i1",0.85191972019904,5.27353546641857,4.53296399356118e-06,4.82086006064195e-05
"TRINITY_DN6194_c0_g1_i1",1.9906109943573,1.8798668200465,4.64037525085737e-06,4.92833278354756e-05
"TRINITY_DN919_c0_g1_i1",0.801059630667807,5.38648696419447,4.67469664672004e-06,4.95799221641867e-05
"TRINITY_DN7249_c0_g1_i1",2.69199532858984,1.8612234433801,4.70578066091987e-06,4.98414173006991e-05
"TRINITY_DN4091_c0_g1_i1",1.28134454847768,4.44753324740207,4.77134418102023e-06,5.04668914535468e-05
"TRINITY_DN634_c0_g1_i1",0.518901512182989,7.10331220134915,4.84649386717788e-06,5.11511817911303e-05
"TRINITY_DN5506_c0_g1_i1",1.92654915826634,1.75237220616422,4.849234956337e-06,5.11511817911303e-05
"TRINITY_DN2557_c0_g1_i1",0.590585051069121,6.74899916979151,4.85845568564126e-06,5.11788137646422e-05
"TRINITY_DN1022_c0_g1_i1",-0.561134996510711,8.42876815163779,4.87081916596815e-06,5.12394314704899e-05
"TRINITY_DN2700_c0_g1_i1",-0.503482728301844,7.17132911962198,4.88525947001938e-06,5.13217028063147e-05
"TRINITY_DN4257_c0_g1_i1",-0.52771851361665,7.00154086155196,4.92165048848573e-06,5.16340409164139e-05
"TRINITY_DN6298_c0_g1_i1",0.598102780121794,7.62907783890156,4.96117163226725e-06,5.19783292769838e-05
"TRINITY_DN4192_c0_g1_i1",-0.60599875798971,6.43515638499942,5.01828100436699e-06,5.24380512304386e-05
"TRINITY_DN2560_c0_g1_i1",-0.798095958787493,9.88232373774999,5.0185778425107e-06,5.24380512304386e-05
"TRINITY_DN1847_c0_g1_i1",-0.498279505088174,9.61035790961373,5.16690586033361e-06,5.3875788664675e-05
"TRINITY_DN438_c0_g1_i1",0.521664087515692,7.98287187769538,5.17007439268905e-06,5.3875788664675e-05
"TRINITY_DN7423_c0_g1_i1",-2.22642357972731,2.33805594361675,5.20444556575062e-06,5.41611630486773e-05
"TRINITY_DN6714_c0_g1_i1",1.22873788488995,2.79922911332765,5.21161398478284e-06,5.41630606220126e-05
"TRINITY_DN6484_c0_g1_i1",-2.92943992197829,2.35769137768875,5.27558591779516e-06,5.47545081936625e-05
"TRINITY_DN2031_c0_g1_i1",1.07108312609704,12.0072383127637,5.31246865570655e-06,5.50635955717819e-05
"TRINITY_DN408_c0_g1_i1",-1.69462801279513,13.2641967884492,5.33951048228874e-06,5.52699930162678e-05
"TRINITY_DN4205_c0_g1_i1",2.64720056554171,1.38948103708354,5.36616593103738e-06,5.54718459511104e-05
"TRINITY_DN666_c0_g1_i1",0.522141925381858,6.8248171676218,5.44060595166883e-06,5.61664686328741e-05
"TRINITY_DN2554_c0_g1_i1",0.770761910722741,5.08372412790259,5.46125656693551e-06,5.63046837279933e-05
"TRINITY_DN159_c0_g1_i1",0.623361705825125,7.48493237198612,5.51270826804152e-06,5.67596642790517e-05
"TRINITY_DN1776_c0_g1_i1",0.500032326421696,7.25516587191701,5.57120237716711e-06,5.7285851498908e-05
"TRINITY_DN768_c0_g1_i1",0.873814246968713,3.91135912394267,5.63436764682747e-06,5.78586124051038e-05
"TRINITY_DN3298_c0_g1_i1",1.11244066425567,6.63325441242994,5.66460813979943e-06,5.80922049045833e-05
"TRINITY_DN590_c1_g1_i1",-1.43113498681145,3.76457210487487,5.69470011907167e-06,5.83236592115755e-05
"TRINITY_DN3834_c0_g1_i1",0.539408124406519,5.82050176558598,5.78897827421443e-06,5.92110139313779e-05
"TRINITY_DN2048_c0_g1_i1",0.808526396572769,4.33883620504464,5.81659654093744e-06,5.93706214870632e-05
"TRINITY_DN348_c0_g1_i1",0.965370608903535,5.15574728900144,5.82415957904381e-06,5.93706214870632e-05
"TRINITY_DN6585_c0_g1_i1",1.36039296546098,2.55415828532792,5.82755616556883e-06,5.93706214870632e-05
"TRINITY_DN5039_c0_g1_i1",1.67512141015945,1.93174827466975,5.86487520801665e-06,5.96724114012508e-05
"TRINITY_DN515_c0_g1_i1",1.18856081337982,3.38566103788529,5.8732599364129e-06,5.96794027352677e-05
"TRINITY_DN4754_c0_g1_i1",-1.5825538815533,5.16784465532094,5.9448868083857e-06,6.02812447043787e-05
"TRINITY_DN1965_c0_g1_i1",0.556647195028809,5.68198914138791,5.94803975220556e-06,6.02812447043787e-05
"TRINITY_DN991_c0_g1_i1",0.561743057050188,6.78587122179232,5.99128564917646e-06,6.06402580131398e-05
"TRINITY_DN3876_c0_g1_i1",2.49646092795866,1.43129609296033,6.00406297972094e-06,6.06903523882353e-05
"TRINITY_DN1633_c0_g1_i1",0.554078648049121,7.11071100154962,6.05045238764819e-06,6.1079631981037e-05
"TRINITY_DN6418_c0_g1_i1",3.42494381809182,1.24579784214753,6.38867983583468e-06,6.44101882538703e-05
"TRINITY_DN2113_c0_g1_i1",1.17742479677608,6.68561317571833,6.44460454295389e-06,6.4889635092885e-05
"TRINITY_DN4222_c0_g1_i1",1.85836332784498,1.93397431277639,6.55772945052471e-06,6.59430303889988e-05
"TRINITY_DN2209_c0_g1_i1",0.672209756202108,5.00687635430492,6.58884354171982e-06,6.61700828742924e-05
"TRINITY_DN1359_c0_g1_i1",0.677762447068933,6.19475406951581,6.62486308041578e-06,6.64206446599239e-05
"TRINITY_DN2938_c0_g1_i1",1.59207785738197,3.05145308032722,6.63092724968156e-06,6.64206446599239e-05
"TRINITY_DN2168_c0_g1_i1",0.890779599040756,5.62576118368596,6.70018560226892e-06,6.70277922250206e-05
"TRINITY_DN7479_c0_g1_i1",2.79862789522147,1.44738013589512,6.71982150675412e-06,6.71375981209597e-05
"TRINITY_DN559_c0_g1_i1",0.831744428857795,5.34830456300894,6.77275453992339e-06,6.75793641544737e-05
"TRINITY_DN5733_c0_g1_i1",0.539861496467779,6.75377278881696,6.80564145434235e-06,6.782022904308e-05
"TRINITY_DN4508_c0_g1_i1",-0.909413373648511,7.16409661388048,6.91763725349659e-06,6.88478069658011e-05
"TRINITY_DN2562_c0_g1_i1",0.501688500492765,6.96252231000321,6.94090032457549e-06,6.89907695082484e-05
"TRINITY_DN4341_c0_g1_i1",0.610953399865547,5.50294711075723,7.00808273898066e-06,6.95411802376313e-05
"TRINITY_DN2779_c0_g1_i1",0.52754553592131,9.01803478719011,7.01421423266189e-06,6.95411802376313e-05
"TRINITY_DN1837_c0_g1_i1",0.49223107388625,7.63047763299289,7.10505269150134e-06,7.03518180296423e-05
"TRINITY_DN2304_c0_g1_i1",0.613562699004882,6.81502739551052,7.15204724919e-06,7.07268141874618e-05
"TRINITY_DN3290_c0_g1_i1",0.765330322389502,5.67370127438617,7.25432562652252e-06,7.16468618884447e-05
"TRINITY_DN4707_c0_g1_i1",-0.614812239960207,6.05054532658257,7.33757504428545e-06,7.23283877538861e-05
"TRINITY_DN576_c0_g1_i1",1.38506032440264,4.14598874135705,7.34198905743691e-06,7.23283877538861e-05
"TRINITY_DN3942_c0_g1_i1",0.679598290506811,7.8789553759053,7.37147698499107e-06,7.25267272393855e-05
"TRINITY_DN4232_c0_g1_i1",1.03317511585803,3.6583102597689,7.49157583340974e-06,7.3539006320188e-05
"TRINITY_DN45_c0_g1_i1",0.515789486041563,6.98501491529314,7.49333354739437e-06,7.3539006320188e-05
"TRINITY_DN4374_c0_g1_i1",0.602015760838761,5.71057467354099,7.50579964480185e-06,7.35682233200363e-05
"TRINITY_DN4935_c0_g1_i1",-0.616031067233978,6.31725632707207,7.76675306953132e-06,7.6029844126359e-05
"TRINITY_DN2977_c0_g1_i1",0.670069788092562,6.57118458883624,7.82393148250533e-06,7.64929896391725e-05
"TRINITY_DN156_c0_g1_i1",0.989714005351302,6.94830006683593,7.99018645095733e-06,7.80200447786804e-05
"TRINITY_DN1532_c0_g1_i1",0.513852508703963,7.27590389927957,8.10526285174363e-06,7.90441545780735e-05
"TRINITY_DN698_c0_g1_i1",-0.90230923925905,7.18981911882152,8.12820507953693e-06,7.91683090221731e-05
"TRINITY_DN1873_c0_g1_i1",0.85887705349993,10.6899179473268,8.50259955531346e-06,8.27109841309225e-05
"TRINITY_DN3895_c0_g1_i1",0.624479087813734,6.06306457215281,8.55029857774338e-06,8.30707579865219e-05
"TRINITY_DN3757_c0_g1_i1",0.526749474900996,7.52358431231781,8.58191861422601e-06,8.32736107835973e-05
"TRINITY_DN194_c0_g1_i1",0.633748373833585,8.03914614000834,8.7050113242279e-06,8.43423527631349e-05
"TRINITY_DN443_c0_g1_i1",0.502970659484012,7.45677921602259,8.71381717570889e-06,8.43423527631349e-05
"TRINITY_DN794_c0_g1_i1",1.17294943777603,6.23337010089038,8.77867327323275e-06,8.48641569667999e-05
"TRINITY_DN1485_c0_g1_i1",0.541754432950888,6.27510813851874,8.80579312802678e-06,8.50203164652449e-05
"TRINITY_DN6226_c0_g1_i1",2.22136684214383,1.64238581022997,8.8947978710864e-06,8.57728456399663e-05
"TRINITY_DN6158_c0_g1_i1",0.836631546662079,5.43888176372918,8.9371144490639e-06,8.60738488491832e-05
"TRINITY_DN3187_c0_g1_i1",1.11027329306051,4.96871553752195,8.94852591112945e-06,8.60768255446484e-05
"TRINITY_DN1277_c0_g1_i1",0.805148465244979,5.34527560388985,9.0084868726049e-06,8.65462189879874e-05
"TRINITY_DN5257_c0_g1_i1",0.721680969346395,5.73036311195914,9.08853861495907e-06,8.71145896243083e-05
"TRINITY_DN2783_c0_g1_i1",1.17138167143592,4.74955389420958,9.09012034129568e-06,8.71145896243083e-05
"TRINITY_DN2225_c0_g1_i1",0.793736963400185,6.27933651572159,9.12648000605749e-06,8.73550610950169e-05
"TRINITY_DN4476_c0_g1_i1",-1.78158414376189,5.51803389660679,9.22795905367034e-06,8.82174679939656e-05
"TRINITY_DN3383_c0_g1_i1",0.892019184982081,4.02224477801436,9.37228532529368e-06,8.94868572992634e-05
"TRINITY_DN5019_c0_g1_i1",0.879063601125846,3.82923481855317,9.43699093912325e-06,8.99938385621434e-05
"TRINITY_DN4168_c0_g1_i1",1.73856994421063,3.51056641179108,9.47773689901849e-06,9.02713687691528e-05
"TRINITY_DN2733_c0_g1_i1",0.707685029377169,4.55772412898437,9.56444385980223e-06,9.09854395644744e-05
"TRINITY_DN7136_c0_g1_i1",1.12488513257262,3.14033701113827,9.57770951274065e-06,9.09999777601449e-05
"TRINITY_DN1046_c0_g1_i1",0.62225405706586,5.34723621718473,9.77104840042844e-06,9.27233026297695e-05
"TRINITY_DN3615_c0_g1_i1",2.10434408366066,1.58481888301636,9.99430588053141e-06,9.47259822637653e-05
"TRINITY_DN1384_c0_g1_i1",-0.555597134050088,6.82383413692781,1.0159047093888e-05,9.60584414090869e-05
"TRINITY_DN4229_c0_g1_i1",0.57216490595936,5.90810932714047,1.01596700574553e-05,9.60584414090869e-05
"TRINITY_DN5811_c0_g1_i1",1.33846576357563,2.75564331153531,1.02177521996602e-05,9.64899303336971e-05
"TRINITY_DN3833_c0_g1_i1",0.677072646945002,5.9643995279785,1.03418705422018e-05,9.7543214493541e-05
"TRINITY_DN6677_c0_g1_i1",1.71570440845352,1.82389723395434,1.03664991034924e-05,9.76567041912227e-05
"TRINITY_DN390_c0_g1_i1",0.48465367100297,6.24250934629471,1.04453769608397e-05,9.82803490016871e-05
"TRINITY_DN4588_c0_g1_i1",0.648546894333263,6.12608423738715,1.04594512121256e-05,9.82934851486183e-05
"TRINITY_DN6093_c0_g1_i1",1.381233708136,2.3463445301554,1.06645922109181e-05,0.000100099979916766
"TRINITY_DN5959_c0_g1_i1",0.681304346952612,4.72610416445468,1.07045389773875e-05,0.000100353434935533
"TRINITY_DN1251_c0_g1_i1",1.83533361459638,1.9743457523581,1.07209350852112e-05,0.000100385760526138
"TRINITY_DN3171_c0_g1_i1",0.662894822662012,4.85690757775974,1.08742428007725e-05,0.000101698437194679
"TRINITY_DN1757_c0_g1_i1",0.80199673913269,6.14595905414886,1.1013259362849e-05,0.000102874457638757
"TRINITY_DN472_c0_g1_i1",0.666964716157824,6.53188234617586,1.10754766092298e-05,0.000103331131349409
"TRINITY_DN1120_c0_g1_i1",1.00219365684995,4.51491896172679,1.120360363866e-05,0.000104400888233812
"TRINITY_DN2141_c0_g1_i1",0.792697145410673,6.26770840154111,1.136160788749e-05,0.000105703121429404
"TRINITY_DN2472_c0_g1_i1",0.651401031093323,6.88727136761289,1.1370618247404e-05,0.000105703121429404
"TRINITY_DN2828_c0_g1_i1",0.807677780612612,6.96730196939347,1.14264192157649e-05,0.000106094644526737
"TRINITY_DN57_c0_g1_i1",0.518544414692693,8.74249897184429,1.16915587383504e-05,0.000108426620691903
"TRINITY_DN1178_c0_g1_i1",-0.639713832389933,7.91273046537771,1.17241793124781e-05,0.000108599238004352
"TRINITY_DN176_c0_g1_i1",0.652360031877743,7.18339725426277,1.18230045274239e-05,0.000109383954774603
"TRINITY_DN1590_c0_g1_i1",0.488637992401467,8.49018152448972,1.18805602101604e-05,0.000109785438986142
"TRINITY_DN2420_c0_g1_i1",-2.47527707305121,8.78352515547263,1.21548940134545e-05,0.000112186777721801
"TRINITY_DN1442_c0_g1_i1",0.489729594308933,8.80227362191202,1.22540920987595e-05,0.000112861844591403
"TRINITY_DN711_c0_g1_i1",0.517455700216375,7.02875819153801,1.225714860647e-05,0.000112861844591403
"TRINITY_DN1365_c0_g1_i1",0.605401174258842,7.20724714053392,1.22839746995592e-05,0.000112974680718485
"TRINITY_DN1654_c0_g1_i1",0.48105070757215,7.85753322720691,1.24867322774923e-05,0.000114703359416348
"TRINITY_DN99_c0_g1_i1",0.531465975723399,8.09812119488963,1.25396774052898e-05,0.000115053395175399
"TRINITY_DN3505_c0_g1_i1",2.20833445067499,1.71331434256331,1.26852916330306e-05,0.000116251851100338
"TRINITY_DN5344_c0_g1_i1",0.871824468309166,4.00299916987526,1.27927902914711e-05,0.000117098586930078
"TRINITY_DN1878_c0_g1_i1",0.74161645969222,6.47187512438952,1.28549896730035e-05,0.000117446672094441
"TRINITY_DN6709_c0_g1_i1",1.03141572451368,4.55761366809207,1.28611150017001e-05,0.000117446672094441
"TRINITY_DN2996_c0_g1_i1",0.531966395737849,8.4658324806489,1.29479419989204e-05,0.000118100463903094
"TRINITY_DN3130_c0_g1_i1",2.17134790597879,1.47324534693228,1.29669962536986e-05,0.00011813527844292
"TRINITY_DN498_c0_g1_i1",0.934910456249736,4.18225722146521,1.30990099461675e-05,0.00011919791562516
"TRINITY_DN3627_c0_g1_i1",0.759297627187857,5.35442257041959,1.31644592752902e-05,0.000119653051302843
"TRINITY_DN68_c0_g1_i1",-0.850329395045266,8.77152831975834,1.33377646733266e-05,0.00012108628748513
"TRINITY_DN4338_c0_g1_i1",0.612944471007583,5.24842264503961,1.34120287866552e-05,0.000121618080915716
"TRINITY_DN272_c0_g1_i2",0.84442641749867,7.14270623305572,1.35738505847034e-05,0.000122941663064492
"TRINITY_DN1166_c0_g1_i1",0.646647021648085,5.99013483295834,1.36234687097427e-05,0.000123247086238781
"TRINITY_DN3378_c0_g1_i1",1.29599385081708,2.8029510317194,1.36943836484799e-05,0.000123744238259516
"TRINITY_DN2002_c0_g1_i1",0.564350118100793,7.10591569760847,1.38265785864726e-05,0.000124793322212948
"TRINITY_DN1942_c0_g1_i1",1.25376170236468,4.1615916793005,1.39078186170949e-05,0.000125380602021321
"TRINITY_DN2014_c0_g1_i1",0.673527718104698,6.06534276590397,1.39912457191749e-05,0.000125986211452687
